,age,c_charge_degree,score_text,sex,priors_count,African-American,Asian,Caucasian,Hispanic,Native American,Other
1711,25,0,1,1,0,1,0,0,0,0,0
1712,25,0,1,1,4,1,0,0,0,0,0
1713,26,1,1,1,0,1,0,0,0,0,0
1714,42,1,1,1,1,0,0,1,0,0,0
1715,25,0,1,0,1,1,0,0,0,0,0
1716,26,1,0,1,13,1,0,0,0,0,0
1717,31,0,1,1,9,1,0,0,0,0,0
1718,35,0,1,1,1,0,0,1,0,0,0
1719,34,0,1,1,0,0,0,1,0,0,0
1720,33,1,1,0,1,0,0,1,0,0,0
1721,30,0,1,1,3,1,0,0,0,0,0
1722,50,1,1,0,7,1,0,0,0,0,0
1723,21,0,1,1,0,1,0,0,0,0,0
1724,31,0,0,1,16,0,0,0,1,0,0
1725,31,0,1,1,2,1,0,0,0,0,0
1726,23,1,1,0,0,1,0,0,0,0,0
1727,25,0,1,1,1,1,0,0,0,0,0
1728,24,0,1,0,1,0,0,1,0,0,0
1729,31,1,0,1,13,1,0,0,0,0,0
1730,60,0,1,1,0,1,0,0,0,0,0
1731,30,0,1,1,2,1,0,0,0,0,0
1732,32,1,1,0,0,0,0,0,0,0,1
1733,46,1,1,1,0,0,0,1,0,0,0
1734,21,1,1,1,0,0,0,1,0,0,0
1735,35,0,0,1,0,1,0,0,0,0,0
1736,34,0,1,1,2,0,0,0,1,0,0
1737,41,0,0,1,2,0,1,0,0,0,0
1738,23,0,0,1,1,1,0,0,0,0,0
1739,23,0,1,1,3,1,0,0,0,0,0
1740,28,1,1,1,2,1,0,0,0,0,0
1741,21,0,1,1,0,0,0,0,1,0,0
1742,46,1,1,1,2,0,0,1,0,0,0
1743,56,0,1,1,1,1,0,0,0,0,0
1744,40,0,1,1,8,0,0,0,1,0,0
1745,30,0,1,1,5,0,0,0,1,0,0
1746,24,1,1,1,1,1,0,0,0,0,0
1747,33,1,1,0,0,0,0,1,0,0,0
1748,48,1,0,1,2,0,0,1,0,0,0
1749,33,0,1,1,11,1,0,0,0,0,0
1750,25,0,1,1,0,0,0,0,1,0,0
1751,30,0,1,1,7,1,0,0,0,0,0
1752,37,0,1,1,0,0,0,0,1,0,0
1753,43,0,0,0,7,0,0,1,0,0,0
1754,32,0,1,1,0,0,0,1,0,0,0
1755,33,0,1,1,3,0,0,0,0,0,1
1756,39,0,1,1,4,0,0,0,0,0,1
1757,49,0,1,1,4,0,0,1,0,0,0
1758,24,0,1,1,0,0,0,1,0,0,0
1759,26,0,0,1,1,1,0,0,0,0,0
1760,42,0,1,1,0,0,0,1,0,0,0
1761,22,0,1,1,1,1,0,0,0,0,0
1762,36,0,1,1,0,0,0,0,1,0,0
1763,29,1,1,1,7,0,0,1,0,0,0
1764,39,1,1,1,0,0,0,1,0,0,0
1765,27,0,1,1,13,1,0,0,0,0,0
1766,38,0,1,1,2,0,0,1,0,0,0
1767,20,0,1,1,0,0,0,1,0,0,0
1768,25,0,0,1,4,1,0,0,0,0,0
1769,53,1,1,1,0,0,0,1,0,0,0
1770,27,1,0,0,0,1,0,0,0,0,0
1771,21,0,1,1,0,0,0,0,0,0,1
1772,50,1,1,1,1,0,0,1,0,0,0
1773,41,0,1,1,4,1,0,0,0,0,0
1774,22,0,0,1,5,0,0,1,0,0,0
1775,22,0,1,1,0,0,0,1,0,0,0
1776,25,0,1,1,2,1,0,0,0,0,0
1777,42,0,1,1,1,1,0,0,0,0,0
1778,51,0,1,1,2,0,0,0,0,0,1
1779,24,0,1,1,0,1,0,0,0,0,0
1780,37,0,1,1,4,1,0,0,0,0,0
1781,37,1,1,1,0,0,0,1,0,0,0
1782,27,1,1,0,0,0,0,0,0,0,1
1783,21,0,1,1,0,0,0,0,0,0,1
1784,35,0,1,1,1,1,0,0,0,0,0
1785,24,0,0,0,0,0,0,1,0,0,0
1786,49,1,1,1,2,0,0,1,0,0,0
1787,38,0,1,1,9,1,0,0,0,0,0
1788,61,1,1,1,0,0,0,0,0,0,1
1789,30,1,1,0,0,1,0,0,0,0,0
1790,22,0,1,1,3,1,0,0,0,0,0
1791,25,0,1,1,0,1,0,0,0,0,0
1792,30,1,1,0,3,0,0,0,1,0,0
1793,52,1,1,1,0,0,0,1,0,0,0
1794,26,0,1,1,0,0,0,1,0,0,0
1795,26,1,1,1,0,0,0,0,0,0,1
1796,45,0,0,1,9,0,0,1,0,0,0
1797,20,0,0,1,0,1,0,0,0,0,0
1798,29,0,0,1,4,1,0,0,0,0,0
1799,43,0,1,1,1,0,0,1,0,0,0
1800,26,0,1,1,2,0,0,1,0,0,0
1801,46,0,1,0,4,1,0,0,0,0,0
1802,46,0,1,0,0,1,0,0,0,0,0
1803,29,0,0,1,12,1,0,0,0,0,0
1804,41,1,1,1,0,0,0,1,0,0,0
1805,25,0,1,0,5,1,0,0,0,0,0
1806,23,0,1,1,2,1,0,0,0,0,0
1807,30,1,1,1,0,0,0,1,0,0,0
1808,34,0,1,1,1,0,0,1,0,0,0
1809,70,0,1,1,11,0,0,1,0,0,0
1810,52,0,1,1,2,0,0,1,0,0,0
1811,51,1,1,1,4,1,0,0,0,0,0
1812,45,0,0,0,15,0,0,0,0,1,0
1813,55,0,1,1,21,1,0,0,0,0,0
1814,49,0,1,0,1,0,0,1,0,0,0
1815,47,0,1,0,0,0,0,1,0,0,0
1816,27,1,1,1,0,1,0,0,0,0,0
1817,25,1,1,1,5,0,0,1,0,0,0
1818,21,0,0,1,1,1,0,0,0,0,0
1819,37,0,0,1,26,1,0,0,0,0,0
1820,21,0,0,1,1,1,0,0,0,0,0
1821,21,0,1,1,0,1,0,0,0,0,0
1822,25,0,0,1,4,1,0,0,0,0,0
1823,27,0,1,0,3,1,0,0,0,0,0
1824,30,0,1,1,3,0,0,1,0,0,0
1825,70,1,1,1,0,0,0,1,0,0,0
1826,37,0,0,1,11,0,0,1,0,0,0
1827,46,0,1,1,5,1,0,0,0,0,0
1828,40,1,1,1,4,0,0,0,0,0,1
1829,43,0,1,1,18,1,0,0,0,0,0
1830,38,0,1,1,15,1,0,0,0,0,0
1831,29,0,1,1,0,1,0,0,0,0,0
1832,37,1,1,1,8,1,0,0,0,0,0
1833,38,0,1,1,3,0,0,0,1,0,0
1834,27,0,1,0,0,0,0,1,0,0,0
1835,20,1,1,0,0,0,0,0,0,0,1
1836,44,1,1,1,0,0,0,0,1,0,0
1837,31,1,1,1,6,0,0,1,0,0,0
1838,29,0,1,1,3,1,0,0,0,0,0
1839,30,1,1,0,0,1,0,0,0,0,0
1840,25,0,1,0,2,0,0,1,0,0,0
1841,40,0,1,1,3,1,0,0,0,0,0
1842,33,1,1,1,1,0,0,1,0,0,0
1843,26,0,1,1,5,0,0,1,0,0,0
1844,31,1,1,1,1,0,0,0,1,0,0
1845,61,1,1,1,1,0,0,1,0,0,0
1846,30,0,1,1,2,0,0,1,0,0,0
1847,62,1,1,1,0,0,0,1,0,0,0
1848,27,1,0,0,4,0,0,1,0,0,0
1849,48,0,1,1,9,0,0,1,0,0,0
1850,40,0,1,0,0,0,0,1,0,0,0
1851,24,0,1,1,0,0,0,1,0,0,0
1852,22,0,1,1,0,1,0,0,0,0,0
1853,30,1,0,1,4,1,0,0,0,0,0
1854,63,1,1,1,0,0,0,1,0,0,0
1855,33,0,0,1,4,1,0,0,0,0,0
1856,43,1,1,1,0,0,0,1,0,0,0
1857,26,0,0,1,3,1,0,0,0,0,0
1858,51,0,1,1,1,1,0,0,0,0,0
1859,39,0,1,1,3,0,0,1,0,0,0
1860,30,1,1,0,0,0,0,0,1,0,0
1861,32,0,0,1,14,1,0,0,0,0,0
1862,22,1,1,1,0,1,0,0,0,0,0
1863,59,0,1,1,0,0,0,1,0,0,0
1864,38,1,1,1,37,1,0,0,0,0,0
1865,23,0,1,1,2,1,0,0,0,0,0
1866,42,1,1,1,0,1,0,0,0,0,0
1867,38,0,1,1,2,1,0,0,0,0,0
1868,34,0,1,0,2,0,0,1,0,0,0
1869,36,0,1,0,7,1,0,0,0,0,0
1870,36,1,1,1,0,1,0,0,0,0,0
1871,31,0,1,1,1,1,0,0,0,0,0
1872,28,0,1,0,3,1,0,0,0,0,0
1873,28,0,1,1,1,1,0,0,0,0,0
1874,43,0,1,1,0,1,0,0,0,0,0
1875,40,0,1,1,1,1,0,0,0,0,0
1876,31,0,0,1,15,1,0,0,0,0,0
1877,54,0,1,1,6,1,0,0,0,0,0
1878,24,0,0,1,17,1,0,0,0,0,0
1879,41,0,1,1,0,0,0,0,1,0,0
1880,21,0,0,1,1,1,0,0,0,0,0
1881,29,0,1,0,1,0,0,0,1,0,0
1882,22,0,1,1,0,1,0,0,0,0,0
1883,52,0,1,1,9,0,0,0,1,0,0
1884,40,0,1,0,0,0,0,0,0,0,1
1885,45,0,1,0,1,1,0,0,0,0,0
1886,29,1,1,1,1,1,0,0,0,0,0
1887,46,0,1,1,10,1,0,0,0,0,0
1888,21,0,0,1,1,0,0,1,0,0,0
1889,35,0,1,1,6,0,0,1,0,0,0
1890,52,1,1,1,1,1,0,0,0,0,0
1891,48,1,1,1,0,0,0,1,0,0,0
1892,29,1,0,0,9,1,0,0,0,0,0
1893,48,1,1,1,0,0,0,1,0,0,0
1894,31,0,1,1,10,1,0,0,0,0,0
1895,21,0,0,1,3,0,0,1,0,0,0
1896,32,0,1,1,0,0,0,0,0,0,1
1897,47,1,1,1,0,1,0,0,0,0,0
1898,21,0,0,1,3,1,0,0,0,0,0
1899,35,0,0,1,13,1,0,0,0,0,0
1900,46,1,1,1,3,1,0,0,0,0,0
1901,34,0,1,1,5,1,0,0,0,0,0
1902,52,0,1,1,2,1,0,0,0,0,0
1903,21,1,0,1,0,0,0,1,0,0,0
1904,53,1,1,1,1,0,0,1,0,0,0
1905,19,0,1,0,0,0,0,1,0,0,0
1906,22,1,1,1,0,1,0,0,0,0,0
1907,45,0,1,1,1,1,0,0,0,0,0
1908,27,0,1,0,0,0,0,1,0,0,0
1909,25,1,1,1,0,0,0,1,0,0,0
1910,30,0,1,1,0,0,0,1,0,0,0
1911,31,0,1,1,2,1,0,0,0,0,0
1912,28,0,1,1,3,0,0,1,0,0,0
1913,36,1,1,1,3,1,0,0,0,0,0
1914,27,0,1,1,7,1,0,0,0,0,0
1915,42,0,1,1,1,1,0,0,0,0,0
1916,35,0,1,1,0,0,0,1,0,0,0
1917,33,0,1,0,2,0,0,1,0,0,0
1918,24,0,0,1,6,0,0,0,1,0,0
1919,25,0,0,1,21,1,0,0,0,0,0
1920,42,1,1,0,0,0,0,1,0,0,0
1921,21,0,1,1,0,1,0,0,0,0,0
1922,28,1,1,0,0,1,0,0,0,0,0
1923,27,0,0,1,25,1,0,0,0,0,0
1924,21,0,1,0,0,0,0,1,0,0,0
1925,26,1,1,1,0,0,0,1,0,0,0
1926,36,0,1,1,0,0,0,1,0,0,0
1927,49,0,1,1,0,0,0,1,0,0,0
1928,44,0,1,1,0,0,0,1,0,0,0
1929,28,1,1,1,1,0,0,1,0,0,0
1930,35,0,1,0,12,1,0,0,0,0,0
1931,34,0,1,1,3,1,0,0,0,0,0
1932,45,0,1,1,15,1,0,0,0,0,0
1933,28,0,1,1,9,1,0,0,0,0,0
1934,25,0,1,0,1,1,0,0,0,0,0
1935,21,1,0,1,1,1,0,0,0,0,0
1936,48,0,1,1,1,1,0,0,0,0,0
1937,37,1,1,1,1,0,0,1,0,0,0
1938,24,0,1,1,3,1,0,0,0,0,0
1939,37,1,1,1,1,0,0,1,0,0,0
1940,39,0,1,1,1,0,0,1,0,0,0
1941,24,0,1,1,1,0,0,1,0,0,0
1942,49,0,1,1,2,0,0,0,0,0,1
1943,23,0,1,1,1,1,0,0,0,0,0
1944,43,0,1,1,5,0,0,1,0,0,0
1945,28,1,0,1,6,1,0,0,0,0,0
1946,53,1,1,1,1,1,0,0,0,0,0
1947,27,1,1,0,2,1,0,0,0,0,0
1948,39,1,1,1,0,0,0,1,0,0,0
1949,47,0,1,1,22,1,0,0,0,0,0
1950,28,0,1,1,4,1,0,0,0,0,0
1951,36,0,1,1,2,0,0,1,0,0,0
1952,24,0,0,0,1,1,0,0,0,0,0
1953,35,1,1,1,0,0,0,0,1,0,0
1954,23,0,1,1,3,1,0,0,0,0,0
1955,26,0,1,1,2,1,0,0,0,0,0
1956,31,0,1,1,7,1,0,0,0,0,0
1957,30,0,0,0,14,1,0,0,0,0,0
1958,25,1,1,1,2,0,0,1,0,0,0
1959,24,0,0,1,6,1,0,0,0,0,0
1960,34,0,1,1,1,0,0,0,1,0,0
1961,26,1,1,1,2,1,0,0,0,0,0
1962,60,0,1,1,0,0,0,0,1,0,0
1963,20,0,1,0,0,1,0,0,0,0,0
1964,23,0,1,1,0,0,0,1,0,0,0
1965,26,0,1,1,5,1,0,0,0,0,0
1966,40,1,1,1,4,0,0,1,0,0,0
1967,28,0,1,1,1,0,0,0,0,0,1
1968,49,0,1,1,1,0,0,0,1,0,0
1969,19,0,0,1,1,1,0,0,0,0,0
1970,53,0,1,1,1,0,0,1,0,0,0
1971,24,0,1,0,0,1,0,0,0,0,0
1972,31,0,1,1,0,0,0,0,1,0,0
1973,33,0,1,0,2,0,0,1,0,0,0
1974,26,0,0,1,8,0,0,1,0,0,0
1975,32,0,1,1,2,0,0,1,0,0,0
1976,25,0,1,1,0,0,0,1,0,0,0
1977,21,0,1,1,1,1,0,0,0,0,0
1978,38,0,1,1,3,1,0,0,0,0,0
1979,23,0,1,1,0,0,0,1,0,0,0
1980,20,0,1,1,0,0,0,1,0,0,0
1981,39,0,1,0,4,0,0,1,0,0,0
1982,24,0,1,1,1,1,0,0,0,0,0
1983,23,0,1,1,0,0,0,0,1,0,0
1984,49,0,1,1,3,1,0,0,0,0,0
1985,31,0,1,1,7,1,0,0,0,0,0
1986,20,0,1,1,1,1,0,0,0,0,0
1987,28,1,1,1,0,0,0,1,0,0,0
1988,67,0,1,1,3,0,0,1,0,0,0
1989,33,0,1,1,0,0,0,0,1,0,0
1990,52,0,1,1,0,1,0,0,0,0,0
1991,45,0,1,1,17,1,0,0,0,0,0
1992,27,0,1,1,8,1,0,0,0,0,0
1993,22,0,0,1,1,0,0,1,0,0,0
1994,40,1,1,1,0,0,0,1,0,0,0
1995,30,1,0,1,1,0,0,1,0,0,0
1996,42,0,1,1,1,1,0,0,0,0,0
1997,24,0,1,1,2,1,0,0,0,0,0
1998,46,0,1,1,4,0,0,1,0,0,0
1999,38,0,1,1,4,1,0,0,0,0,0
2000,32,1,1,0,0,0,0,0,1,0,0
2001,26,1,1,1,0,0,0,1,0,0,0
2002,54,1,1,1,1,0,0,1,0,0,0
2003,27,0,1,1,2,0,0,0,1,0,0
2004,61,0,1,1,1,0,0,1,0,0,0
2005,51,1,1,1,1,1,0,0,0,0,0
2006,57,0,1,1,0,0,0,1,0,0,0
2007,24,1,1,1,3,0,0,1,0,0,0
2008,34,0,1,1,1,1,0,0,0,0,0
2009,27,0,1,1,1,0,0,0,1,0,0
2010,28,1,1,0,10,1,0,0,0,0,0
2011,35,1,0,1,10,1,0,0,0,0,0
2012,30,0,1,1,6,1,0,0,0,0,0
2013,44,0,1,1,0,1,0,0,0,0,0
2014,61,0,1,1,10,0,0,1,0,0,0
2015,26,0,0,1,1,1,0,0,0,0,0
2016,48,0,1,1,10,1,0,0,0,0,0
2017,42,1,1,1,4,1,0,0,0,0,0
2018,38,0,0,1,10,0,0,1,0,0,0
2019,53,1,1,0,0,0,0,1,0,0,0
2020,26,1,0,1,3,1,0,0,0,0,0
2021,22,0,1,1,1,1,0,0,0,0,0
2022,50,0,1,1,0,0,0,1,0,0,0
2023,44,1,1,1,16,0,0,1,0,0,0
2024,24,0,1,1,4,1,0,0,0,0,0
2025,21,0,1,1,0,1,0,0,0,0,0
2026,50,0,1,1,0,0,0,1,0,0,0
2027,36,1,1,0,0,0,0,1,0,0,0
2028,39,0,1,1,0,0,0,1,0,0,0
2029,54,0,1,0,7,1,0,0,0,0,0
2030,29,1,1,1,0,1,0,0,0,0,0
2031,26,1,1,1,0,0,0,1,0,0,0
2032,41,0,1,1,3,1,0,0,0,0,0
2033,23,0,1,1,1,1,0,0,0,0,0
2034,34,1,1,1,0,0,0,1,0,0,0
2035,31,0,1,1,11,0,0,1,0,0,0
2036,20,0,1,1,0,1,0,0,0,0,0
2037,49,0,1,1,10,1,0,0,0,0,0
2038,26,0,0,1,4,1,0,0,0,0,0
2039,28,0,1,1,1,1,0,0,0,0,0
2040,26,0,1,1,0,1,0,0,0,0,0
2041,55,0,1,1,1,1,0,0,0,0,0
2042,22,1,0,1,0,1,0,0,0,0,0
2043,26,1,1,0,0,1,0,0,0,0,0
2044,56,1,1,1,0,0,0,0,0,0,1
2045,46,0,1,1,2,0,0,0,0,0,1
2046,58,0,1,1,16,1,0,0,0,0,0
2047,28,0,1,1,4,1,0,0,0,0,0
2048,33,0,1,1,8,1,0,0,0,0,0
2049,31,1,1,0,0,1,0,0,0,0,0
2050,26,1,1,1,1,1,0,0,0,0,0
2051,34,1,1,1,0,0,0,1,0,0,0
2052,33,0,1,1,0,0,0,0,0,0,1
2053,32,0,1,0,0,1,0,0,0,0,0
2054,37,0,1,1,9,1,0,0,0,0,0
2055,50,0,1,1,1,1,0,0,0,0,0
2056,35,0,1,1,1,0,0,1,0,0,0
2057,47,1,1,0,0,0,0,1,0,0,0
2058,52,0,0,0,8,1,0,0,0,0,0
2059,26,0,1,1,5,1,0,0,0,0,0
2060,45,0,1,1,13,1,0,0,0,0,0
2061,19,1,0,1,0,0,0,0,0,0,1
2062,41,0,1,1,8,1,0,0,0,0,0
2063,24,1,1,1,0,1,0,0,0,0,0
2064,21,0,0,1,1,1,0,0,0,0,0
2065,54,1,1,1,0,0,0,1,0,0,0
2066,49,0,1,1,0,0,0,1,0,0,0
2067,42,0,1,1,1,0,0,1,0,0,0
2068,21,0,1,1,1,1,0,0,0,0,0
2069,46,0,0,1,5,0,0,1,0,0,0
2070,74,1,1,1,0,0,0,1,0,0,0
2071,38,0,1,0,0,0,0,0,1,0,0
2072,39,0,1,0,1,1,0,0,0,0,0
2073,38,0,1,0,0,1,0,0,0,0,0
2074,19,0,1,1,1,1,0,0,0,0,0
2075,28,0,1,1,0,0,0,1,0,0,0
2076,25,0,1,1,1,1,0,0,0,0,0
2077,53,1,1,1,1,0,0,1,0,0,0
2078,23,0,0,1,2,1,0,0,0,0,0
2079,55,0,0,1,33,0,0,1,0,0,0
2080,64,0,1,0,1,0,0,1,0,0,0
2081,23,1,1,1,1,1,0,0,0,0,0
2082,23,0,0,1,4,1,0,0,0,0,0
2083,41,0,1,0,0,0,0,0,1,0,0
2084,53,1,1,1,0,0,0,0,0,0,1
2085,34,0,1,1,0,1,0,0,0,0,0
2086,24,0,1,1,0,0,0,0,1,0,0
2087,26,1,1,1,1,1,0,0,0,0,0
2088,44,0,1,1,4,0,0,1,0,0,0
2089,27,0,1,0,0,0,0,1,0,0,0
2090,28,0,0,1,14,0,0,1,0,0,0
2091,55,1,1,1,1,0,0,1,0,0,0
2092,36,0,1,1,15,1,0,0,0,0,0
2093,23,0,1,1,1,1,0,0,0,0,0
2094,56,1,1,1,1,1,0,0,0,0,0
2095,27,0,1,1,2,0,0,1,0,0,0
2096,37,1,1,1,1,0,0,1,0,0,0
2097,32,0,0,1,1,1,0,0,0,0,0
2098,41,1,0,1,18,1,0,0,0,0,0
2099,22,0,1,1,1,1,0,0,0,0,0
2100,37,0,1,1,1,0,0,1,0,0,0
2101,45,1,1,1,3,1,0,0,0,0,0
2102,31,0,0,0,14,1,0,0,0,0,0
2103,42,0,1,1,7,1,0,0,0,0,0
2104,26,0,0,1,20,1,0,0,0,0,0
2105,33,0,0,1,0,0,0,1,0,0,0
2106,22,1,1,1,0,0,0,1,0,0,0
2107,36,1,1,0,1,1,0,0,0,0,0
2108,54,1,1,1,0,0,0,1,0,0,0
2109,25,0,0,1,5,1,0,0,0,0,0
2110,24,0,1,1,3,0,0,1,0,0,0
2111,23,1,1,1,0,0,0,0,1,0,0
2112,61,1,1,1,0,0,0,1,0,0,0
2113,42,1,1,0,0,0,0,1,0,0,0
2114,28,1,1,1,1,0,0,1,0,0,0
2115,27,1,1,1,1,1,0,0,0,0,0
2116,24,1,1,1,2,0,0,1,0,0,0
2117,32,0,0,1,16,1,0,0,0,0,0
2118,38,0,1,1,0,0,0,1,0,0,0
2119,21,1,1,1,1,0,0,1,0,0,0
2120,27,0,1,1,1,1,0,0,0,0,0
2121,39,0,1,1,0,0,0,1,0,0,0
2122,29,0,1,1,0,0,0,1,0,0,0
2123,29,0,1,1,1,0,0,1,0,0,0
2124,36,0,1,1,1,0,0,1,0,0,0
2125,46,0,1,1,0,1,0,0,0,0,0
2126,44,0,1,1,7,1,0,0,0,0,0
2127,27,1,1,1,0,1,0,0,0,0,0
2128,27,0,1,1,8,1,0,0,0,0,0
2129,61,1,1,1,0,0,0,1,0,0,0
2130,47,1,1,1,0,1,0,0,0,0,0
2131,27,1,1,1,1,1,0,0,0,0,0
2132,28,0,1,1,0,0,0,1,0,0,0
2133,31,1,1,0,1,0,0,1,0,0,0
2134,26,1,1,1,9,0,0,1,0,0,0
2135,53,0,1,1,2,1,0,0,0,0,0
2136,26,0,1,1,1,1,0,0,0,0,0
2137,25,0,1,1,2,1,0,0,0,0,0
2138,23,1,0,1,5,0,0,0,0,0,1
2139,21,1,0,0,4,1,0,0,0,0,0
2140,23,1,1,1,1,1,0,0,0,0,0
2141,30,1,1,1,3,0,0,0,0,0,1
2142,45,0,1,0,2,1,0,0,0,0,0
2143,27,1,1,1,2,1,0,0,0,0,0
2144,26,1,1,0,0,1,0,0,0,0,0
2145,21,0,0,1,0,0,0,1,0,0,0
2146,62,1,1,0,0,0,0,1,0,0,0
2147,48,0,1,1,0,0,0,1,0,0,0
2148,53,1,1,1,1,1,0,0,0,0,0
2149,62,1,1,1,3,1,0,0,0,0,0
2150,28,0,0,1,5,1,0,0,0,0,0
2151,56,0,1,1,1,0,0,1,0,0,0
2152,35,0,1,1,2,0,0,0,1,0,0
2153,56,1,1,0,2,0,0,0,1,0,0
2154,22,0,1,1,2,1,0,0,0,0,0
2155,26,0,0,1,5,1,0,0,0,0,0
2156,35,1,1,1,4,1,0,0,0,0,0
2157,22,0,1,1,1,1,0,0,0,0,0
2158,37,0,1,0,7,1,0,0,0,0,0
2159,32,0,1,0,0,1,0,0,0,0,0
2160,33,0,1,0,3,1,0,0,0,0,0
2161,38,0,1,1,2,0,0,0,0,0,1
2162,53,1,1,1,0,0,0,1,0,0,0
2163,32,1,1,1,0,0,0,1,0,0,0
2164,26,1,1,1,0,0,0,1,0,0,0
2165,61,1,1,1,0,0,0,1,0,0,0
2166,21,1,0,1,0,1,0,0,0,0,0
2167,69,1,1,1,22,1,0,0,0,0,0
2168,26,1,1,1,0,1,0,0,0,0,0
2169,30,0,0,1,9,1,0,0,0,0,0
2170,21,0,1,1,1,0,0,1,0,0,0
2171,41,1,1,1,0,0,0,1,0,0,0
2172,45,0,1,1,0,1,0,0,0,0,0
2173,31,0,1,1,10,1,0,0,0,0,0
2174,22,0,1,1,0,0,0,1,0,0,0
2175,54,0,1,0,0,0,0,1,0,0,0
2176,50,1,1,1,2,0,0,1,0,0,0
2177,37,0,1,1,11,0,0,0,0,0,1
2178,21,0,0,0,0,1,0,0,0,0,0
2179,23,1,1,1,6,0,0,0,1,0,0
2180,30,0,1,1,0,0,0,1,0,0,0
2181,30,0,0,1,11,1,0,0,0,0,0
2182,26,1,1,1,5,0,0,1,0,0,0
2183,59,1,1,0,0,1,0,0,0,0,0
2184,29,0,0,1,13,1,0,0,0,0,0
2185,67,0,1,1,0,0,0,0,1,0,0
2186,30,0,0,1,13,0,0,1,0,0,0
2187,25,1,1,1,5,1,0,0,0,0,0
2188,45,0,1,1,8,0,0,0,1,0,0
2189,22,0,1,1,0,1,0,0,0,0,0
2190,41,0,1,1,8,1,0,0,0,0,0
2191,46,0,1,1,3,0,1,0,0,0,0
2192,27,1,1,1,0,0,0,0,0,0,1
2193,37,0,1,0,13,1,0,0,0,0,0
2194,22,0,1,1,0,1,0,0,0,0,0
2195,19,0,1,1,0,1,0,0,0,0,0
2196,45,1,1,1,2,0,0,1,0,0,0
2197,33,0,0,0,5,1,0,0,0,0,0
2198,52,0,1,1,7,1,0,0,0,0,0
2199,21,0,1,0,0,1,0,0,0,0,0
2200,43,1,0,1,6,1,0,0,0,0,0
2201,33,0,1,1,3,0,0,1,0,0,0
2202,26,0,0,1,3,1,0,0,0,0,0
2203,37,1,1,1,0,0,0,1,0,0,0
2204,38,0,1,1,1,1,0,0,0,0,0
2205,35,1,1,1,1,0,0,0,1,0,0
2206,27,0,1,1,1,1,0,0,0,0,0
2207,40,0,1,1,1,0,0,0,0,0,1
2208,21,0,1,1,1,1,0,0,0,0,0
2209,38,0,0,1,3,0,0,1,0,0,0
2210,37,1,1,1,0,0,0,1,0,0,0
2211,44,0,1,1,0,0,0,1,0,0,0
2212,30,0,1,1,0,1,0,0,0,0,0
2213,40,0,1,1,0,0,0,0,1,0,0
2214,49,0,1,1,1,0,0,1,0,0,0
2215,67,1,1,1,0,0,0,1,0,0,0
2216,59,0,0,1,14,1,0,0,0,0,0
2217,21,0,0,1,1,1,0,0,0,0,0
2218,31,1,1,1,6,0,0,1,0,0,0
2219,50,0,1,0,2,0,0,1,0,0,0
2220,30,0,1,1,7,1,0,0,0,0,0
2221,28,1,1,1,1,0,0,1,0,0,0
2222,48,0,1,1,7,1,0,0,0,0,0
2223,55,1,1,1,0,0,0,1,0,0,0
2224,42,1,1,1,0,0,0,1,0,0,0
2225,34,1,1,1,0,1,0,0,0,0,0
2226,43,1,1,1,4,1,0,0,0,0,0
2227,44,0,1,1,0,1,0,0,0,0,0
2228,29,0,1,1,17,0,0,0,1,0,0
2229,25,0,1,1,2,0,0,1,0,0,0
2230,32,1,1,0,0,1,0,0,0,0,0
2231,96,0,1,1,2,0,0,0,1,0,0
2232,29,1,1,1,0,0,0,0,1,0,0
2233,27,0,1,1,8,0,0,0,1,0,0
2234,31,1,1,1,0,0,0,0,1,0,0
2235,24,0,1,1,1,1,0,0,0,0,0
2236,34,0,1,1,0,1,0,0,0,0,0
2237,48,0,1,1,2,1,0,0,0,0,0
2238,41,0,1,1,1,1,0,0,0,0,0
2239,26,1,0,1,12,1,0,0,0,0,0
2240,42,0,1,1,0,1,0,0,0,0,0
2241,29,1,1,1,0,1,0,0,0,0,0
2242,26,1,1,1,0,0,0,1,0,0,0
2243,27,0,1,0,1,1,0,0,0,0,0
2244,35,1,1,1,4,0,0,1,0,0,0
2245,54,0,1,1,1,0,0,1,0,0,0
2246,20,0,1,1,0,1,0,0,0,0,0
2247,27,0,1,1,0,0,0,1,0,0,0
2248,21,0,1,1,1,1,0,0,0,0,0
2249,27,1,0,1,7,0,0,1,0,0,0
2250,34,0,0,1,11,1,0,0,0,0,0
2251,54,1,1,1,0,1,0,0,0,0,0
2252,29,0,1,1,2,0,0,0,0,0,1
2253,39,0,1,1,1,1,0,0,0,0,0
2254,33,1,1,0,0,0,0,1,0,0,0
2255,40,0,1,0,7,0,0,0,1,0,0
2256,35,1,1,0,0,1,0,0,0,0,0
2257,28,1,1,1,0,0,0,0,1,0,0
2258,53,1,1,1,0,1,0,0,0,0,0
2259,28,1,1,1,2,0,0,1,0,0,0
2260,26,0,0,1,0,1,0,0,0,0,0
2261,31,0,1,1,3,1,0,0,0,0,0
2262,24,1,0,1,3,0,0,1,0,0,0
2263,45,0,1,1,19,0,0,1,0,0,0
2264,33,1,1,1,1,0,0,0,1,0,0
2265,28,0,1,1,1,1,0,0,0,0,0
2266,45,0,1,0,1,0,0,1,0,0,0
2267,33,0,0,1,3,0,0,1,0,0,0
2268,23,0,1,1,4,0,0,1,0,0,0
